sentence_id,words,labels
414,する,I-EO
414,圧縮,I-EO
414,機,I-EO
414,を,I-EO
414,Ａ,I-EO
414,系統,I-EO
414,に,I-EO
414,切替え,I-EO
414,、,I-EO
414,18,I-EO
414,時,I-EO
414,25,I-EO
414,分,I-EO
414,ごろ,I-EO
414,に,I-EO
414,バルブ,I-EO
414,操作,I-EO
414,を,I-EO
414,実施,I-EO
414,し,I-EO
414,た,I-EO
414,ところ,I-EO
414,、,I-EO
414,１,I-EO
414,分,I-EO
414,後,I-EO
414,に,I-EO
414,シール,I-EO
414,部,I-EO
414,から,I-EO
414,発生,I-EO
414,する,I-EO
414,リークガス,I-EO
414,を,I-EO
414,排出,I-EO
414,する,I-EO
414,ベントノズル,I-EO
414,から,I-EO
414,異,I-EO
414,音,I-EO
414,が,I-EO
414,発生,I-EO
414,し,I-EO
414,た,I-EO
414,。,O
414,直ちに,O
414,Ａ,O
414,系統,O
414,の,O
414,運転,O
414,を,O
414,停止,O
414,し,O
414,、,O
414,圧縮,O
414,機,O
414,吐出,O
414,圧力,O
414,を,O
414,確認,O
414,し,O
414,た,O
414,ところ,O
414,、,O
414,常用,O
414,圧力,O
414,5,O
414,.,O
414,8,O
414,MPa,O
414,を,O
414,大幅,O
414,に,O
414,超える,O
414,10,O
414,MPa,O
414,以上,O
414,で,O
414,ある,O
414,こと,O
414,を,O
414,確認,O
414,し,O
414,た,O
414,。,O
414,ベントノズル,O
414,から,O
414,の,O
414,異,O
414,音,O
414,は,O
414,、,O
414,通常,B-C
414,より,I-C
414,多量,I-C
414,に,I-C
414,放出,I-C
414,さ,I-C
414,れ,I-C
414,た,I-C
414,リークガス,I-C
414,による,I-C
414,もの,I-C
414,と,I-C
414,推定,I-C
414,さ,I-C
414,れる,I-C
414,。,O
414,なお,O
414,、,O
414,この,O
414,とき,O
414,安全弁,O
414,は,O
414,作動,O
414,せ,O
414,ず,O
414,、,O
414,18,O
414,時,O
414,30,O
414,分,O
414,、,O
414,バイパス,O
414,ライン,O
414,により,O
414,手動,O
414,で,O
414,系,O
414,内,O
414,圧力,O
414,を,O
414,開放,O
414,し,O
414,た,O
414,。,O
257,018,O
257,-,O
257,595,O
257,当該,O
257,配管,O
257,は,O
257,LP,O
257,ガス,O
257,製品,O
257,パイプライン,O
257,出荷,O
257,用,O
257,として,O
257,ブテン,O
257,‐,O
257,1,O
257,を,O
257,NUC,O
257,へ,O
257,供給,O
257,し,O
257,て,O
257,いる,O
257,。,O
257,発,O
257,災,O
257,時,O
257,、,O
257,移送,O
257,は,O
257,停止,O
257,し,O
257,て,O
257,い,O
257,た,O
257,。,O
257,（,O
257,160,O
257,kPa,O
257,）,O
257,LP,O
257,ガス,O
257,臭,O
257,が,O
257,あっ,O
257,た,O
257,為,O
257,現地,O
257,を,O
257,確認,O
257,し,O
257,た,O
257,ところ,O
257,配管,O
257,に,O
257,氷,O
257,状,O
257,の,O
257,塊,O
257,を,O
257,発見,O
257,。,O
257,縁切り,O
257,処置,O
257,を,O
257,行う,O
257,とともに,O
257,窒素,O
257,置換,O
257,を,O
257,実施,O
257,し,O
257,た,O
257,。,O
257,当該,B-C
257,配管,I-C
257,は,I-C
257,、,I-C
257,配管,I-C
257,サポート,I-C
257,基礎,I-C
257,の,I-C
257,モルタル,I-C
257,部分,I-C
257,を,I-C
257,はつっ,I-C
257,て,I-C
257,設置,I-C
257,さ,I-C
257,れ,I-C
257,て,I-C
257,おり,I-C
257,、,I-C
257,配管,I-C
257,と,I-C
257,モルタル,I-C
257,の,I-C
257,間,I-C
257,に,I-C
257,鉄さび,I-C
257,が,I-C
257,堆積,I-C
257,し,I-C
257,て,I-C
257,い,I-C
257,た,I-C
257,。,O
257,この,B-C
257,堆積,I-C
257,物,I-C
257,により,I-C
257,通気,I-C
257,差,I-C
257,が,I-C
257,発生,I-C
257,し,I-C
257,、,I-C
257,配管,I-C
257,の,I-C
257,減,I-C
257,肉,I-C
257,が,I-C
257,進ん,I-C
257,だ,I-C
257,もの,I-C
257,と,I-C
257,推定,I-C
257,さ,I-C
257,れる,I-C
257,。,O
386,020,O
386,-,O
386,587,O
386,令和,O
386,2,O
386,年,O
386,（,O
386,2020,O
386,年,O
386,）,O
386,12,O
386,月,O
386,1,O
386,日,O
386,（,O
386,火,O
386,）,O
386,、,O
386,異常,O
386,アラーム,O
386,発生,O
386,。,O
386,令和,O
386,2,O
386,年,O
386,（,O
386,2020,O
386,年,O
386,）,O
386,12,O
386,月,O
386,4,O
386,日,O
386,（,O
386,金,O
386,）,O
386,メーカー,O
386,点検,O
386,を,O
386,実施,O
386,。,O
386,室内,O
386,機,O
386,コントロール,O
386,パネル,O
386,に,O
386,、,O
386,エラーコード,O
386,（,O
386,冷媒,O
386,不足,O
386,）,O
386,の,O
386,履歴,O
386,が,O
386,あっ,O
386,た,O
386,が,O
386,、,O
386,フロン,O
386,検知,O
386,器,O
386,による,O
386,漏洩,O
386,検査,O
386,で,O
386,、,O
386,漏れ,O
386,を,O
386,検知,O
386,し,O
386,なかっ,O
386,た,O
386,ため,O
386,、,O
386,運転,O
386,を,O
386,継続,O
386,。,O
386,令和,O
386,2,O
386,年,O
386,（,O
386,2020,O
386,年,O
386,）,O
386,12,O
386,月,O
386,12,O
386,日,O
386,（,O
386,土,O
386,）,O
386,、,O
386,異常,O
386,アラーム,O
386,発生,O
386,。,O
386,フロン,O
386,漏洩,O
386,懸念,O
386,が,O
386,ある,O
386,ため,O
386,、,O
386,運転,O
386,を,O
386,停止,O
386,。,O
386,令和,O
386,2,O
386,年,O
386,（,O
386,2020,O
386,年,O
386,）,O
386,12,O
386,月,O
386,15,O
386,日,O
386,（,O
386,火,O
386,）,O
386,、,O
386,フロン,O
386,を,O
386,回収,O
386,。,O
386,フロン,O
386,漏洩,O
386,量,O
386,：,O
386,10,O
386,.,O
386,8,O
386,kg,O
386,(,O
386,充填,O
386,量,O
386,：,O
386,14,O
386,.,O
386,8,O
386,kg,O
386,、,O
386,回収,O
386,量,O
386,：,O
386,4,O
386,.,O
386,0,O
386,kg,O
386,),O
386,令和,O
386,3,O
386,年,O
386,（,O
386,2021,O
386,年,O
386,）,O
386,７月,O
386,29,O
386,日,O
386,（,O
386,木,O
386,）,O
386,、,O
386,原因,O
386,の,O
386,腐食,B-C
386,対策,O
386,として,O
386,、,O
386,防食,O
386,塗装,O
386,（,O
386,カチオン,O
386,電,O
386,着,O
386,塗装,O
386,）,O
386,の,O
386,熱,O
386,交換,O
386,器,O
386,に,O
386,取り替え,O
386,た,O
386,。,O
501,021,O
501,-,O
501,337,O
501,令和,O
501,3,O
501,年,O
501,8,O
501,月,O
501,3,O
501,日,O
501,より,O
501,定,O
501,修,O
501,後,O
501,の,O
501,スタート,O
501,アップ,O
501,操作,O
501,を,O
501,開始,O
501,し,O
501,て,O
501,い,O
501,た,O
501,。,O
501,8,O
501,月,O
501,4,O
501,日,O
501,19,O
501,時,O
501,50,O
501,分,O
501,頃,O
501,、,O
501,エチレン,O
501,冷凍,O
501,工程,O
501,を,O
501,パトロール,O
501,中,O
501,の,O
501,運転,O
501,員,O
501,が,O
501,ガス,O
501,の,O
501,臭気,O
501,を,O
501,感じ,O
501,、,O
501,周囲,B-EL
501,を,I-EL
501,調査,I-EL
501,し,I-EL
501,た,I-EL
501,ところ,I-EL
501,、,I-EL
501,エチレン,I-EL
501,冷凍,I-EL
501,圧縮,I-EL
501,機,I-EL
501,の,I-EL
501,2,I-EL
501,段,I-EL
501,吸気,I-EL
501,ドラム,I-EL
501,の,I-EL
501,ボトム,I-EL
501,配管,I-EL
501,から,I-EL
501,ガス,I-EL
501,の,I-EL
501,漏えい,I-EL
501,を,I-EL
501,確認,I-EL
501,し,I-EL
501,た,I-EL
501,もの,I-EL
501,。,O
285,020,O
285,-,O
285,419,O
285,ボイラ,B-C
285,定期,I-C
285,整備,I-C
285,工事,I-C
285,（,I-C
285,チューブ,I-C
285,更新,I-C
285,工事,I-C
285,）,I-C
285,において,I-C
285,、,I-C
285,チューブ,I-C
285,溶断,I-C
285,作業,I-C
285,時,I-C
285,に,I-C
285,バーナー,I-C
285,の,I-C
285,トーチ,I-C
285,が,I-C
285,溶損,I-C
285,し,I-C
285,、,O
285,小火,B-EO
285,が,I-EO
285,発生,I-EO
285,し,I-EO
285,た,I-EO
285,。,O
285,時,O
285,系列,O
285,2020,O
285,年,O
285,10,O
285,月,O
285,23,O
285,日,O
285,（,O
285,金,O
285,）,O
285,10,O
285,:,O
285,30,O
285,　,O
285,防,O
285,炎,O
285,シート,O
285,で,O
285,5,O
285,面,O
285,養生,O
285,し,O
285,た,O
285,場所,O
285,で,O
285,チューブ,O
285,切断,O
285,の,O
285,ため,O
285,、,O
285,ガス,O
285,溶断,O
285,作業,O
285,を,O
285,開始,O
285,11,O
285,:,O
285,10,O
285,　,O
285,ガス,O
285,溶断,O
285,作業,O
285,中,O
285,、,O
285,酸素,O
285,ガス,O
285,が,O
285,無くなっ,O
285,た,O
285,ため,O
285,、,O
285,酸素,O
285,ボンベ,O
285,を,O
285,交換,O
285,11,O
285,:,O
285,38,O
285,　,O
285,ボンベ,O
285,交換,O
285,後,O
285,、,O
285,ガス,O
285,溶断,O
285,作業,O
285,を,O
285,再開,O
285,。,O
285,その後,B-C
285,数,I-C
285,秒,I-C
285,後,I-C
285,に,I-C
285,ガス,I-C
285,溶断,I-C
285,器,I-C
285,の,I-C
285,中間,I-C
285,部,I-C
285,が,I-C
285,溶損,I-C
285,し,I-C
285,、,O
285,溶損,B-EL
285,し,I-EL
285,た,I-EL
285,部分,I-EL
285,から,I-EL
285,漏れ,I-EL
285,た,I-EL
285,混合,I-EL
285,ガス,I-EL
285,に,I-EL
285,着火,B-EO
285,し,I-EO
285,て,I-EO
285,小火,I-EO
285,が,I-EO
285,発生,I-EO
285,（,O
285,防,O
285,炎,O
285,シート,O
285,養生,O
285,内,O
285,）,O
285,作業,O
285,員,O
285,は,O
285,溶損,O
285,し,O
285,た,O
285,部分,O
285,から,O
285,出,O
285,た,O
285,火,O
285,に,O
285,驚き,O
285,、,O
285,ガス,O
285,溶断,O
285,器,O
285,の,O
285,バルブ,O
285,を,O
285,閉め,O
285,ず,O
285,に,O
285,その,O
285,場,O
285,から,O
285,退避,O
285,し,O
285,、,O
285,酸素,O
285,及び,O
285,アセチレン,O
285,各,O
285,ボンベ,O
285,の,O
285,元栓,O
285,の,O
285,閉止,O
285,に,O
285,向かっ,O
285,た,O
285,。,O
285,その,O
285,際,O
285,、,O
285,近く,O
285,に,O
285,い,O
285,た,O
285,第,O
285,一,O
285,発見,O
285,者,O
285,が,O
285,消火,O
285,器,O
285,および,O
285,水,O
285,バケツ,O
285,にて,O
285,消火,O
285,作業,O
285,を,O
285,実施,O
285,12,O
285,:,O
285,00,O
285,　,O
285,製油,O
285,部門,O
285,から,O
285,環境,O
285,安全,O
285,グループ,O
285,に,O
285,小火,O
285,発生,O
285,状況,O
285,を,O
285,報告,O
285,12,O
285,:,O
285,30,O
285,　,O
285,環境,O
285,安全,O
285,グループ,O
285,から,O
285,工事,O
285,担当,O
285,部門,O
285,（,O
285,定,O
285,修,O
285,計画,O
285,グループ,O
285,）,O
285,に,O
285,発生,O
285,状況,O
285,の,O
285,詳細,O
285,を,O
285,確認,O
285,後,O
285,、,O
285,県,O
285,および,O
285,市,O
285,消防,O
285,本部,O
285,ヘ,O
285,一般,O
285,電話,O
285,で,O
285,報告,O
937,012,O
937,-,O
937,350,O
937,事業,O
937,所内,O
937,の,O
937,実験,O
937,室,O
937,で,O
937,、,O
937,高圧,O
937,ガス,O
937,23,O
937,.,O
937,5,O
937,L,O
937,容器,O
937,内,O
937,の,O
937,混合,O
937,液,O
937,(,O
937,ブタジエン,O
937,約,O
937,70,O
937,％,O
937,、,O
937,シクロヘキサン,O
937,約,O
937,30,O
937,％),O
937,を,O
937,、,O
937,ドラフト,O
937,内,O
937,で,O
937,排気,O
937,ダクト,O
937,に,O
937,向け,O
937,て,O
937,ブロー,O
937,し,O
937,た,O
937,。,O
937,この,O
937,際,O
937,、,O
937,ブロー,B-C
937,時,I-C
937,に,I-C
937,発生,I-C
937,し,I-C
937,た,I-C
937,静電気,I-C
937,が,I-C
937,着火,I-C
937,源,I-C
937,と,I-C
937,なり,I-C
937,、,O
937,ガス,B-EO
937,状,I-EO
937,と,I-EO
937,なっ,I-EO
937,た,I-EO
937,混合,I-EO
937,液,I-EO
937,に,I-EO
937,引火,I-EO
937,し,I-EO
937,、,I-EO
937,重合,I-EO
937,設備,I-EO
937,、,I-EO
937,ドラフト,I-EO
937,を,I-EO
937,焼損,I-EO
937,し,I-EO
937,た,I-EO
937,。,O
937,直ちに,O
937,、,O
937,初期,O
937,消火,O
937,活動,O
937,を,O
937,行う,O
937,と,O
937,同時に,O
937,、,O
937,自衛,O
937,防災,O
937,体制,O
937,を,O
937,編成,O
937,し,O
937,、,O
937,市,O
937,消防,O
937,局,O
937,へ,O
937,通報,O
937,し,O
937,た,O
937,。,O
937,原因,O
937,は,O
937,、,O
937,この,B-C
937,ドラフト,I-C
937,内,I-C
937,に,I-C
937,は,I-C
937,、,I-C
937,防,I-C
937,爆仕様,I-C
937,の,I-C
937,装置,I-C
937,及び,I-C
937,排気,I-C
937,ファン,I-C
937,が,I-C
937,設置,I-C
937,さ,I-C
937,れ,I-C
937,、,I-C
937,他,I-C
937,に,I-C
937,着火,I-C
937,源,I-C
937,も,I-C
937,存在,I-C
937,し,I-C
937,て,I-C
937,い,I-C
937,ない,I-C
937,。,O
937,この,O
937,こと,O
937,から,O
937,、,O
937,放出,B-C
937,に,I-C
937,伴う,I-C
937,、,I-C
937,ホース,I-C
937,先端,I-C
937,における,I-C
937,帯電,I-C
937,、,I-C
937,若しくは,I-C
937,ガス,I-C
937,が,I-C
937,周囲,I-C
937,に,I-C
937,当たっ,I-C
937,た,I-C
937,こと,I-C
937,による,I-C
937,帯電,I-C
937,により,I-C
937,静電気,I-C
937,が,I-C
937,発生,I-C
937,し,I-C
937,た,I-C
937,ため,I-C
937,と,I-C
937,推定,I-C
937,さ,I-C
937,れる,I-C
937,。,O
342,020,O
342,-,O
342,250,O
342,7,O
342,月,O
342,22,O
342,日,O
342,18,O
342,：,O
342,03,O
342,に,O
342,圧力,O
342,低下,O
342,を,O
342,検知,O
342,、,O
342,低圧,O
342,遮断,O
342,が,O
342,作動,O
342,し,O
342,冷凍,O
342,機,O
342,が,O
342,停止,O
342,し,O
342,た,O
342,。,O
342,その後,O
342,、,O
342,低圧,O
342,遮断,O
342,の,O
342,原因,O
342,調査,O
342,の,O
342,ため,O
342,作動,O
342,テスト,O
342,の,O
342,起動,O
342,を,O
342,試みる,O
342,も,O
342,正常,O
342,に,O
342,作動,O
342,し,O
342,なかっ,O
342,た,O
342,。,O
342,同日,B-EL
342,21,I-EL
342,：,I-EL
342,30,I-EL
342,に,I-EL
342,液,I-EL
342,面,I-EL
342,計,I-EL
342,（,I-EL
342,モイスチャーゲージ,I-EL
342,）,I-EL
342,で,I-EL
342,水分,I-EL
342,混入,I-EL
342,形跡,I-EL
342,を,I-EL
342,認め,I-EL
342,た,I-EL
342,ため,I-EL
342,、,I-EL
342,リーク,I-EL
342,チェッカー,I-EL
342,で,I-EL
342,確認,I-EL
342,し,I-EL
342,た,I-EL
342,ところ,I-EL
342,、,I-EL
342,冷水,I-EL
342,オーバー,I-EL
342,フロー,I-EL
342,水,I-EL
342,（,I-EL
342,ユーザー,I-EL
342,が,I-EL
342,使用,I-EL
342,する,I-EL
342,冷水,I-EL
342,を,I-EL
342,ため,I-EL
342,て,I-EL
342,おく,I-EL
342,タンク,I-EL
342,から,I-EL
342,の,I-EL
342,オーバー,I-EL
342,フロー,I-EL
342,水,I-EL
342,）,I-EL
342,に,I-EL
342,フルオロカーボンガス,I-EL
342,を,I-EL
342,検知,I-EL
342,し,I-EL
342,た,I-EL
342,。,O
342,その,O
342,ため,O
342,、,O
342,蒸発,O
342,器,O
342,から,O
342,の,O
342,フルオロカーボンガス,O
342,漏れ,O
342,を,O
342,疑い,O
342,、,O
342,冷凍,O
342,機,O
342,を,O
342,完全,O
342,に,O
342,停止,O
342,し,O
342,た,O
342,。,O
342,7,O
342,月,O
342,23,O
342,日,O
342,～,O
342,25,O
342,日,O
342,に,O
342,メーカー,O
342,にて,O
342,冷媒,O
342,を,O
342,抜出し,O
342,た,O
342,ところ,O
342,、,O
342,充填,O
342,量,O
342,65,O
342,kg,O
342,に対し,O
342,、,O
342,回収,O
342,量,O
342,48,O
342,.,O
342,5,O
342,kg,O
342,、,O
342,漏えい,O
342,量,O
342,16,O
342,.,O
342,5,O
342,kg,O
342,で,O
342,あっ,O
342,た,O
342,。,O
342,蒸発,B-EL
342,器,I-EL
342,の,I-EL
342,チューブ,I-EL
342,を,I-EL
342,確認,I-EL
342,し,I-EL
342,た,I-EL
342,ところ,I-EL
342,、,I-EL
342,288,I-EL
342,本,I-EL
342,中,I-EL
342,1,I-EL
342,本,I-EL
342,から,I-EL
342,の,I-EL
342,漏えい,I-EL
342,を,I-EL
342,確認,I-EL
342,し,I-EL
342,た,I-EL
342,。,O
342,7,B-C
342,月,I-C
342,26,I-C
342,日,I-C
342,～　,I-C
342,チューブ,I-C
342,全数,I-C
342,を,I-C
342,渦,I-C
342,流,I-C
342,探,I-C
342,傷,I-C
342,試験,I-C
342,し,I-C
342,、,I-C
342,288,I-C
342,本,I-C
342,中,I-C
342,42,I-C
342,本,I-C
342,の,I-C
342,チューブ,I-C
342,に,I-C
342,減,I-C
342,肉,I-C
342,指示,I-C
342,を,I-C
342,検出,I-C
342,。,O
342,漏えい,B-EL
342,チューブ,I-EL
342,を,B-C
342,抜管観,I-C
342,察し,I-C
342,た,I-C
342,結果,I-C
342,、,I-C
342,バッフル,I-C
342,部,I-C
342,に,I-C
342,腐食,I-C
342,減,I-C
342,肉,I-C
342,、,I-C
342,開口,I-C
342,部,I-C
342,1,I-C
342,ヵ所,I-C
342,を,I-C
342,確認,I-C
342,。,O
342,渦,O
342,流,O
342,探,O
342,傷,O
342,試験,O
342,指示,O
342,検出,O
342,チューブ,O
342,を,O
342,全数,O
342,プラグ,O
342,加工,O
342,し,O
342,、,O
342,気密,O
342,試験,O
342,漏れ,O
342,なし,O
342,を,O
342,確認,O
342,し,O
342,て,O
342,、,O
342,8,O
342,月,O
342,8,O
342,日,O
342,に,O
342,補修,O
342,を,O
342,完了,O
342,し,O
342,た,O
342,。,O
342,チューブ,O
342,を,O
342,腐食,O
342,さ,O
342,せ,O
342,た,O
342,冷水,O
342,を,O
342,工業,O
342,水,O
342,から,O
342,純,O
342,水,O
342,に,O
342,変更,O
342,し,O
342,、,O
342,8,O
342,月,O
342,9,O
342,日,O
342,に,O
342,運転,O
342,再開,O
342,し,O
342,た,O
342,。,O
622,012,O
622,-,O
622,027,O
622,事業,B-EO
622,所内,I-EO
622,で,I-EO
622,、,I-EO
622,合わせ,I-EO
622,板ガラス,I-EO
622,を,I-EO
622,圧着,I-EO
622,する,I-EO
622,オートクレーブ,I-EO
622,(,I-EO
622,NO,I-EO
622,.,I-EO
622,3,I-EO
622,),I-EO
622,に,I-EO
622,圧縮,I-EO
622,空気,I-EO
622,を,I-EO
622,入れ,I-EO
622,、,I-EO
622,常用,I-EO
622,の,I-EO
622,条件,I-EO
622,(,I-EO
622,圧力,I-EO
622,1,I-EO
622,.,I-EO
622,35,I-EO
622,MPa,I-EO
622,、,I-EO
622,温度,I-EO
622,135,I-EO
622,℃),I-EO
622,で,I-EO
622,運転,I-EO
622,し,I-EO
622,て,I-EO
622,い,I-EO
622,た,I-EO
622,ところ,I-EO
622,、,I-EO
622,オートクレーブ,I-EO
622,の,I-EO
622,上部,I-EO
622,圧力,I-EO
622,調整,I-EO
622,弁,I-EO
622,の,I-EO
622,調整,I-EO
622,音,I-EO
622,が,I-EO
622,いつ,I-EO
622,に,I-EO
622,なく,I-EO
622,多く,I-EO
622,発し,I-EO
622,、,I-EO
622,圧抜,I-EO
622,き,I-EO
622,排気,I-EO
622,用,I-EO
622,の,I-EO
622,配管,I-EO
622,周辺,I-EO
622,の,I-EO
622,継ぎ手,I-EO
622,から,I-EO
622,白色,I-EO
622,の,I-EO
622,発煙,I-EO
622,が,I-EO
622,出,I-EO
622,た,I-EO
622,。,O
622,監視,O
622,盤,O
622,において,O
622,温度,O
622,異常,O
622,の,O
622,警報,O
622,を,O
622,発し,O
622,た,O
622,ため,O
622,、,O
622,運転,O
622,員,O
622,が,O
622,異常,O
622,と,O
622,判断,O
622,し,O
622,運転,O
622,停止,O
622,ボタン,O
622,を,O
622,押し,O
622,た,O
622,。,O
622,この,O
622,とき,O
622,、,O
622,オートクレーブ,O
622,内,O
622,の,O
622,温度,O
622,は,O
622,、,O
622,通常,O
622,135,O
622,℃,O
622,に対し,O
622,450,O
622,℃,O
622,程度,O
622,まで,O
622,上昇,O
622,し,O
622,て,O
622,い,O
622,た,O
622,(,O
622,圧力,O
622,は,O
622,通常,O
622,どおり,O
622,)。,O
622,その後,O
622,、,O
622,マニュアル,B-DP
622,操作,I-DP
622,にて,I-DP
622,圧力,I-DP
622,調整,I-DP
622,弁,I-DP
622,を,I-DP
622,全開,I-DP
622,し,I-DP
622,、,I-DP
622,手動,I-DP
622,で,I-DP
622,圧抜,I-DP
622,き,I-DP
622,を,I-DP
622,開始,I-DP
622,し,I-DP
622,、,I-DP
622,冷却,I-DP
622,後,I-DP
622,、,I-DP
622,合わせ,I-DP
622,板ガラス,I-DP
622,を,I-DP
622,取り出し,I-DP
622,た,I-DP
622,ところ,I-DP
622,、,I-DP
622,全,I-DP
622,製品,I-DP
622,が,I-DP
622,破損,I-DP
622,し,I-DP
622,て,I-DP
622,い,I-DP
622,た,I-DP
622,。,O
622,オートクレーブ,B-C
622,は,I-C
622,、,I-C
622,合わせ,I-C
622,板硝子,I-C
622,に,I-C
622,挟み込む,I-C
622,樹脂,I-C
622,膜,I-C
622,の,I-C
622,可塑,I-C
622,剤,I-C
622,に,I-C
622,可燃,I-C
622,性,I-C
622,成分,I-C
622,(,I-C
622,トリエチレングリコール,I-C
622,-,I-C
622,ジ,I-C
622,-,I-C
622,2,I-C
622,-,I-C
622,エチルヘキサノエート,I-C
622,),I-C
622,が,I-C
622,含有,I-C
622,さ,I-C
622,れ,I-C
622,て,I-C
622,いる,I-C
622,ため,I-C
622,、,I-C
622,作業,I-C
622,標準,I-C
622,で,I-C
622,ある,I-C
622,1,I-C
622,週間,I-C
622,に,I-C
622,1,I-C
622,回,I-C
622,の,I-C
622,空,I-C
622,焚き,I-C
622,を,I-C
622,実施,I-C
622,し,I-C
622,て,I-C
622,い,I-C
622,た,I-C
622,ものの,I-C
622,、,I-C
622,下面,I-C
622,ピット,I-C
622,に,I-C
622,溜まっ,I-C
622,て,I-C
622,い,I-C
622,た,I-C
622,可塑,I-C
622,剤,I-C
622,の,I-C
622,拭き取り,I-C
622,は,I-C
622,行っ,I-C
622,て,I-C
622,い,I-C
622,なかっ,I-C
622,た,I-C
622,ため,I-C
622,、,I-C
622,この,I-C
622,可塑,I-C
622,剤,I-C
622,が,I-C
622,何らかの,O
622,原因,O
622,によって,O
622,引火,B-EO
622,又は,I-EO
622,着火,I-EO
622,し,I-EO
622,、,I-EO
622,オートクレーブ,I-EO
622,が,I-EO
622,異常,I-EO
622,温度,I-EO
622,上昇,I-EO
622,し,I-EO
622,た,I-EO
622,もの,I-EO
622,と,I-EO
622,推定,I-EO
622,さ,I-EO
622,れる,I-EO
622,。,O
622,なお,O
622,、,O
622,引火,O
622,又は,O
622,着火,O
622,原因,O
622,について,O
622,は,O
622,調査,O
622,中,O
622,で,O
622,ある,O
622,。,O
622,今後,O
622,は,O
622,、,O
622,可塑,O
622,剤,O
622,除去,O
622,の,O
622,ため,O
622,空,O
622,焚き,O
622,の,O
622,作業,O
622,標準,O
622,に,O
622,拭き取り,O
622,を,O
622,徹底,O
622,する,O
622,こと,O
622,を,O
622,追記,O
622,改訂,O
622,する,O
622,。,O
622,同時に,O
622,記録,O
622,用紙,O
622,も,O
622,修正,O
622,し,O
622,実施,O
622,し,O
622,た,O
622,こと,O
622,を,O
622,確認,O
622,できる,O
622,よう,O
622,に,O
622,する,O
622,。,O
343,021,O
343,-,O
343,334,O
343,定期,B-EL
343,巡回,I-EL
343,点検,I-EL
343,にて,I-EL
343,若干,I-EL
343,の,I-EL
343,臭気,I-EL
343,を,I-EL
343,感じ,I-EL
343,周辺,I-EL
343,を,I-EL
343,点検,I-EL
343,し,I-EL
343,た,I-EL
343,際,I-EL
343,に,I-EL
343,、,I-EL
343,パラキシレン,I-EL
343,吸着,I-EL
343,分離,I-EL
343,装置,I-EL
343,の,I-EL
343,加熱,I-EL
343,炉,I-EL
343,入,I-EL
343,ロガス,I-EL
343,抜き,I-EL
343,配管,I-EL
343,の,I-EL
343,保温,I-EL
343,内,I-EL
343,より,I-EL
343,キシ,I-EL
343,レン,I-EL
343,を,I-EL
343,覚,I-EL
343,知,I-EL
343,。,O
343,APU,O
343,装置,O
343,を,O
343,緊急,O
343,停止,O
343,し,O
343,た,O
343,。,O
729,014,O
729,-,O
729,217,O
729,8,B-C
729,月,I-C
729,20,I-C
729,日,I-C
729,2,I-C
729,時,I-C
729,20,I-C
729,分,I-C
729,頃,I-C
729,、,I-C
729,BTX,I-C
729,設備,I-C
729,の,I-C
729,ナフサ,I-C
729,水素,I-C
729,化,I-C
729,処理,I-C
729,装置,I-C
729,の,I-C
729,スタビライザーリボイラー,I-C
729,加熱,I-C
729,炉,I-C
729,（,I-C
729,F,I-C
729,-,I-C
729,4102,I-C
729,）,I-C
729,内部,I-C
729,において,I-C
729,、,I-C
729,バーナー,I-C
729,から,I-C
729,ナフサ,I-C
729,留,I-C
729,分,I-C
729,が,I-C
729,流出,I-C
729,し,I-C
729,た,I-C
729,こと,I-C
729,により,I-C
729,、,O
729,火災,B-EO
729,（,I-EO
729,異常,I-EO
729,燃焼,I-EO
729,）,I-EO
729,が,I-EO
729,発生,I-EO
729,し,I-EO
729,た,I-EO
729,。,O
729,6,O
729,月,O
729,22,O
729,日,O
729,から,O
729,8,O
729,月,O
729,5,O
729,日,O
729,まで,O
729,、,O
729,BTX,O
729,設備,O
729,の,O
729,定期,O
729,修理,O
729,工事,O
729,を,O
729,行い,O
729,、,O
729,8,O
729,月,O
729,17,O
729,日,O
729,から,O
729,運転,O
729,開始,O
729,準備,O
729,作業,O
729,を,O
729,行っ,O
729,て,O
729,い,O
729,た,O
729,。,O
729,8,O
729,月,O
729,20,O
729,日,O
729,、,O
729,計器,O
729,指示,O
729,値,O
729,の,O
729,異常,O
729,を,O
729,確認,O
729,し,O
729,た,O
729,ため,O
729,、,O
729,作業,O
729,員,O
729,が,O
729,現場,O
729,に,O
729,向かい,O
729,、,O
729,2,B-EO
729,時,I-EO
729,20,I-EO
729,分,I-EO
729,頃,I-EO
729,、,I-EO
729,加熱,I-EO
729,炉,I-EO
729,（,I-EO
729,F,I-EO
729,-,I-EO
729,4102,I-EO
729,）,I-EO
729,の,I-EO
729,のぞき,I-EO
729,窓,I-EO
729,から,I-EO
729,炉,I-EO
729,内,I-EO
729,の,I-EO
729,確認,I-EO
729,を,I-EO
729,行っ,I-EO
729,た,I-EO
729,ところ,I-EO
729,、,I-EO
729,炉,I-EO
729,床,I-EO
729,で,I-EO
729,異常,I-EO
729,燃焼,I-EO
729,が,I-EO
729,発生,I-EO
729,し,I-EO
729,て,I-EO
729,い,I-EO
729,た,I-EO
729,。,O
729,この,O
729,ため,O
729,、,O
729,装置,O
729,の,O
729,緊急,O
729,停止,O
729,を,O
729,行い,O
729,、,O
729,2,O
729,時,O
729,29,O
729,分,O
729,に,O
729,公設,O
